"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00657259746862067,0.00662717131199913,0.00663516061749453,0.00663789383594505,0.00663927408768189,0.00664010660178649,0.00664066344386243,0.00664106209052263,0.00664136157077572,0.00664159479414515,0.00664178155862835,0.00664193448896621,0.00664206201562032,0.00664216998300201,0.00664226257044205,0.00664234284574931,0.00664241311169631,0.00664247513048205,0.00664253027358941,0.00664257962436804,0.00664262404993282,0.00664266425254934,0.00664270080702355,0.0066427341883737,0.00664276479257982,0.00664279295236832,0.00664281894935119,0.00664284302348568,0.00664286538049843,0.00664288619777458,0.00664290562908105,0.00664292380837379,0.00664294085289238,0.00664295686565171,0.00664297193759094,0.00664298614926696,0.00664299957228732,0.00664301227051239,0.00664302430112528,0.00664303571541069,0.00664304655955842,0.00664305687523407,0.00664306670015892,0.00664307606853767,0.00664308501146333,0.00664309355728591,0.00664310173186964,0.00664310955889503,0.00664311706006889,0.00664312425532051,0.00664313116299771,0.0066431377999942,0.00664314418191881,0.00664315032319637,0.00664315623719105,0.00664316193628654,0.00664316743198706,0.00664317273499489,0.00664317785526545,0.00664318280208176,0.00664318758412023,0.0066431922094701,0.00664319668571047,0.00664320101993968,0.00664320521881047,0.00664320928856398,0.00664321323506804,0.00664321706383082,0.00664322078005564,0.00664322438861836,0.00664322789414714,0.00664323130097886,0.00664323461323075,0.00664323783479001,0.00664324096931942,0.00664324402031265,0.00664324699105597,0.00664324988467915,0.00664325270414204,0.00664325545226423,0.00664325813171484,0.0066432607450457,0.00664326329466024,0.00664326578287232,0.00664326821186911,0.00664327058373713,0.00664327290047312,0.00664327516397742,0.00664327737606154,0.00664327953845549,0.00664328165281727,0.00664328372073209,0.00664328574371643,0.00664328772320444,0.00664328966060059,0.00664329155722642,0.00664329341435051,0.00664329523320626,0.00664329701495007,0.00664329876071822,0.00664330047158475,0.00664330214858595,0.00664330379271745,0.00664330540493871,0.00664330698616747,0.00664330853728397,0.00664331005915233,0.00664331155258258,0.00664331301836434,0.00664331445726314,0.00664331587000457
0.0303776961539791,0.0337113894376454,0.0342345176599373,0.0344323483463218,0.0345365043249943,0.0346008084462426,0.0346444663714643,0.0346760481856057,0.0346999564928024,0.0347186854039912,0.0347337536867261,0.0347461391215535,0.0347564997009286,0.0347652944923885,0.0347728535346622,0.0347794201960455,0.0347851778733041,0.0347902673934943,0.0347947986883567,0.0347988588266202,0.0348025176640476,0.0348058318968528,0.0348088480212199,0.0348116045283943,0.0348141335563509,0.0348164621486808,0.0348186132255903,0.0348206063456951,0.0348224582916651,0.034824183546325,0.034825794680292,0.0348273026543338,0.034828717069065,0.0348300463697686,0.0348312980148338,0.0348324785964438,0.0348335940270631,0.0348346495546875,0.0348356498709398,0.0348365991974378,0.0348375013359612,0.0348383597043296,0.0348391774248747,0.0348399573192938,0.0348407019529438,0.0348414136642408,0.0348420945936502,0.034842746697993,0.0348433717643136,0.0348439714400961,0.0348445472415806,0.0348451005667219,0.0348456327063501,0.0348461448543432,0.0348466381164892,0.0348471135185494,0.0348475720132989,0.0348480144869004,0.0348484417647005,0.0348488546163017,0.0348492537601343,0.0348496398678034,0.0348500135676857,0.0348503754484086,0.0348507260619581,0.0348510659264882,0.0348513955288351,0.0348517153269258,0.0348520257517374,0.0348523272094931,0.0348526200831099,0.0348529047341741,0.0348531815041323,0.0348534507158066,0.034853712674706,0.0348539676699502,0.0348542159756214,0.0348544578515284,0.0348546935442497,0.0348549232882951,0.0348551473060133,0.0348553658084928,0.0348555789970117,0.0348557870630282,0.0348559901890023,0.0348561885488185,0.0348563823082557,0.0348565716255172,0.0348567566516486,0.0348569375309252,0.0348571144012002,0.0348572873942824,0.0348574566362637,0.0348576222479221,0.0348577843447341,0.034857943037459,0.0348580984322408,0.034858250630762,0.0348583997307128,0.0348585458256983,0.0348586890056814,0.0348588293570441,0.0348589669627887,0.0348591019026879,0.0348592342534798,0.0348593640890003,0.03485949148021,0.0348596164955434,0.0348597392008535,0.0348598596595542,0.0348599779328259
0.0620410453933353,0.0890306564683193,0.0961875828220853,0.0994274324230645,0.101290694397535,0.102504205386134,0.103358335070668,0.103992496987194,0.10448212589262,0.10487165251944,0.105188966739907,0.105452467355616,0.105674786428029,0.105864886184956,0.106029302274707,0.10617291383933,0.106299436795192,0.106411751506405,0.106512125152845,0.106602366721845,0.106683937232635,0.106758029592083,0.106825627417727,0.10688754902012,0.106944480742606,0.106997002529644,0.107045607787079,0.107090718569496,0.107132698689858,0.107171863445767,0.107208486896692,0.107242808661059,0.107275039141169,0.10730536384918,0.10733394698164,0.107360936213304,0.107386458893143,0.107410631204708,0.107433558365091,0.107455334178904,0.107476043257066,0.107495763707422,0.107514563569594,0.107532505758756,0.107549647694066,0.10756604177303,0.10758173512882,0.107596771337352,0.107611191689767,0.107625033266299,0.107638330228326,0.107651114101121,0.107663414022199,0.107675256963959,0.107686667930599,0.107697670135065,0.10770828515613,0.107718533079677,0.107728432626175,0.107738001264342,0.107747255313645,0.107756210038485,0.107764879730952,0.107773277787449,0.107781416777881,0.107789308508433,0.107796964078439,0.107804393933054,0.107811607909636,0.10781861528308,0.107825424803232,0.107832044733922,0.107838482884245,0.107844746640384,0.107850842994286,0.107856778567999,0.107862559639774,0.107868192164613,0.10787368179574,0.107879033797132,0.107884253298662,0.107889345236788,0.107894314232129,0.107899164683851,0.107903900784304,0.107908526530374,0.107913045734555,0.107917462035885,0.107921778909628,0.107925999676304,0.107930127510029,0.10793416544665,0.107938116391204,0.107941983125516,0.107945768312915,0.107949474506446,0.107953104153608,0.107956659601202,0.107960143102032,0.107963556817655,0.107966902824498,0.107970183117254,0.107973399613022,0.107976554154955,0.107979648516061,0.107982684402427,0.107985663455631,0.10798858725716,0.107991457330026,0.10799427514159,0.107997042106705
0.0929674901052666,0.188188749462245,0.226427263004589,0.247486628925893,0.261112402799293,0.270731788166573,0.277915540968319,0.283497970650861,0.287967269061881,0.29162963165279,0.294687445798286,0.297280159070448,0.299507115304063,0.301441083704875,0.303136600759759,0.304635477701106,0.305970174438559,0.307166374062944,0.308244649418532,0.309221677810116,0.31011112400313,0.310924292852221,0.311670618915214,0.312358038756468,0.312993270276188,0.313582056403744,0.314129322010895,0.314639320403646,0.315115739252829,0.315561798532847,0.315980320057166,0.316373774200959,0.316744346134594,0.317093979157431,0.317424407531088,0.317737160043109,0.318033547195378,0.318314972500036,0.318582477072739,0.318837065756898,0.319079652331391,0.319311066382228,0.319532063021914,0.319743330152002,0.319945496996,0.320139140761956,0.320324791561382,0.320502933917603,0.320674013316107,0.320838441924395,0.320996600429001,0.321148840989804,0.321295489861601,0.32143684973668,0.321573201834027,0.321704807773165,0.321831911251874,0.321954739555666,0.32207350491882,0.322188405749394,0.322299627736436,0.322407344856992,0.32251172028227,0.322612907205289,0.322711049592737,0.322806282869556,0.322898734542629,0.322988524772958,0.323075766894112,0.323160567895609,0.323243028854423,0.323323245344907,0.323401307802547,0.323477301867682,0.323551308700475,0.323623405265546,0.32369366460531,0.323762156082531,0.323828945611871,0.323894095845409,0.323957666422838,0.324019714138323,0.324080293081386,0.324139454806403,0.324197248484167,0.324253721036067,0.324308917260704,0.324362879953929,0.324415650019326,0.324467266571421,0.324517767031915,0.324567187220793,0.324615561441136,0.324662922560493,0.324709302079945,0.324754730210333,0.324799235774242,0.324842846583344,0.324885589492773,0.324927490158002,0.324968573234842,0.325008862425353,0.32504838052403,0.325087149460562,0.325125190341267,0.325162523487162,0.325199168467949,0.3252351441407,0.325270468678615,0.325305159602205,0.325339233810241
0.119486205588286,0.338061821080046,0.454834001921066,0.530626539803122,0.585613046890205,0.627977812200926,0.661912528097403,0.689854760544222,0.713347177466878,0.733424656069541,0.750812801732392,0.766038802382792,0.779496392422129,0.791486516689457,0.802243842464987,0.811954175112691,0.820767114095598,0.828804421606807,0.836166481057836,0.842936445366937,0.84918438844292,0.854969494954734,0.860342194820498,0.865345744773163,0.870017465454734,0.874389760139629,0.878490575649469,0.882345411282148,0.885975581248141,0.889400254984871,0.892637155873014,0.89570108502503,0.898605491750829,0.901362911176823,0.903984474978038,0.906479603541803,0.908857165642502,0.911126049027023,0.913293265112504,0.91536542914066,0.917348927809055,0.919249264087497,0.921071595018836,0.922820643964635,0.924500769529738,0.926115989583381,0.927670021691965,0.929166378731914,0.93060808084161,0.931998146337591,0.933339306061514,0.934634090636383,0.93588489414479,0.937093928940588,0.938263265543826,0.939394863114902,0.940490500929191,0.941551872731029,0.942580567156141,0.943578075794572,0.944545800528863,0.945485060235101,0.946397081428068,0.947283042702535,0.948144054846971,0.948981157609858,0.949795336094559,0.950587516370175,0.951358638983438,0.95210947206141,0.952840822884367,0.953553441949479,0.954248041587266,0.954925298372374,0.955585855348781,0.956230324075315,0.956859286552198,0.957473296982729,0.958072878652754,0.958658535103493,0.959230750863628,0.959789984290213,0.960336672825802,0.960871233945078,0.961394035430338,0.961905537168079,0.962406105288983,0.962896006908704,0.963375616604015,0.963845255863223,0.964305232896132,0.964755843315634,0.965197370776119,0.965630087580045,0.966054255224342,0.966470124953139,0.966877941287852,0.967277931632325,0.967670320474997,0.968055322228261,0.96843314295967,0.968803982126772,0.969168005903646,0.969525465518393,0.969876500410547,0.970221282472727,0.970559977506744,0.970892745503342,0.971219816512307,0.971541179258279,0.971857058050634
0.140862626731644,0.530964426418643,0.783881091180689,0.968904951685711,1.11562741570149,1.23711068445092,1.34051940215932,1.43027594432285,1.50933219301395,1.57976728334674,1.64310463905348,1.70049868959206,1.75284525074986,1.80085434924796,1.84509944812724,1.88604767320213,1.92408842655936,1.95954719598076,1.99269929932187,2.02378171706477,2.05299491953882,2.08051505169247,2.10649501525461,2.13106885390316,2.15435477589359,2.17645730636492,2.19746942511853,2.21747412644564,2.23654624384874,2.25475281323982,2.2721536232926,2.28880478711881,2.30475446235588,2.32004848539207,2.33472786038883,2.34883148412034,2.36239296560721,2.37544417076719,2.3880144635443,2.40013142733696,2.4118191593939,2.42310117980009,2.43399915378351,2.44453261850022,2.4547206930834,2.46457980101106,2.47412645335941,2.4833747341247,2.49234070367769,2.50103648877529,2.50947438498804,2.51766597329015,2.52562215749626,2.53335314271417,2.54086861388781,2.54817798245216,2.55528949971523,2.56221129511594,2.56895101926974,2.57551590979366,2.58191281413706,2.58814822061974,2.59422824206182,2.60015872990328,2.60594525110073,2.61159304397368,2.61710707678268,2.62249327158558,2.62775343575865,2.63289458322879,2.63791984322003,2.64283315068063,2.64763826151816,2.65233876282553,2.6569380825053,2.66143949838427,2.66584614702711,2.67016103242176,2.6743870109904,2.67852683489442,2.68258314931015,2.68655847257317,2.69045522075165,2.69427572239308,2.69802304967925,2.70169803087054,2.70530274429198,2.70884038006494,2.71231219327128,2.71572002656989,2.71906565470862,2.72235077784013,2.72557718284513,2.72874624571151,2.73185954462796,2.73491825729062,2.73792436449129,2.74087891762844,2.74378350702641,2.74663873440916,2.74944648907736,2.75220773838611,2.75492426937581,2.75759630428818,2.76022495673174,2.76281191169682,2.76535782776025,2.76786368707786,2.77033186258064,2.77276014718497,2.77515102661935
0.157584862622101,0.750941152504931,1.19047183239408,1.53997079809504,1.83512403088323,2.09249867570555,2.3215456800271,2.52831858284403,2.71698532878219,2.89056826301857,3.05134583871689,3.20108692100202,3.34119836255604,3.47282112529458,3.5968963265736,3.71420881328129,3.82542418751274,3.93111064078882,4.03175599382113,4.1277934146276,4.21958778101443,4.30747055496142,4.39173288464464,4.47263419156242,4.55040680802544,4.62525933438919,4.69738049187289,4.76694031894998,4.83409397953606,4.8989842690992,4.9617374126954,5.02247701636122,5.08130214567139,5.13833262143398,5.1936411465913,5.24732225546903,5.29946209402848,5.35012288615724,5.39938107484423,5.44730128732591,5.49394009062807,5.53935601055937,5.58360004180624,5.62672344023608,5.66877189472186,5.7097905947517,5.74981982742688,5.78889412007646,5.82706338450507,5.86434876175205,5.90078865084085,5.93641427211803,5.97125456640349,6.00533745677102,6.03868955899585,6.07133455155782,6.10329842275809,6.13460362337356,6.16527195596639,6.19532432739365,6.22478029368639,6.25365893951563,6.28197855410181,6.3097563351336,6.33700876482584,6.36375172490871,6.39000037655483,6.41577121310877,6.44107132684362,6.46592111318779,6.49033121612271,6.5143139676825,6.53788121702931,6.56104435485394,6.58381433614919,6.60620373180563,6.62821883076519,6.64987125295891,6.67117044719706,6.69212547891377,6.71274506058752,6.73303764416368,6.75301142500068,6.77267186437966,6.79203774614872,6.81110122193068,6.82987152180394,6.84836395308346,6.86658097690879,6.88452901313657,6.90221427434696,6.91964277435607,6.93681932410409,6.95375147833644,6.97044379186726,6.98690325963629,7.00313198691119,7.01913613587617,7.03491920039619,7.05048987661651,7.06584915040883,7.08100244332269,7.09595974676519,7.11071422305963,7.12527250706146,7.13964408388022,7.1538300377409,7.1678340909159,7.18166058221294,7.19531220504804,7.20879255214125
0.170490637216477,0.980991592994438,1.64048469153945,2.19632872799519,2.68677220224587,3.1301299437601,3.53711637919998,3.91474519324335,4.26793787635024,4.60032712780947,4.91469869268663,5.21324722654769,5.49774418786736,5.76964611799996,6.03016916660013,6.28034343214924,6.5210501729506,6.75305142255931,6.97700984120451,7.19351375747614,7.40307632922901,7.60615839314592,7.80317153655624,7.99448610098012,8.18043661504204,8.3613267200505,8.53743480752514,8.70900925109942,8.87628463360083,9.03947497590086,9.19877316546824,9.35436404157175,9.50641265885599,9.65508524449376,9.80051502761726,9.94284310556021,10.082204162974,10.2187019298687,10.3524598150598,10.483581823615,10.6121605510366,10.7382924575062,10.8620639368221,10.9835592758177,11.1028527937385,11.2200260004972,11.3351454730843,11.4482743740942,11.5594900553341,11.6688352726981,11.7763762200611,11.8821675989218,11.9862606880383,12.0887061958486,12.1895508597376,12.2888364505542,12.3866111319537,12.4829156962144,12.5777902508913,12.6712750105697,12.7634028942656,12.8542111344139,12.9437342638324,13.0320044586996,13.1190528848567,13.2049101834763,13.2896052759257,13.3731674233243,13.455615400854,13.5369841764382,13.6172964698802,13.6965764710439,13.7748475497796,13.8521322923991,13.9284525358767,14.0038206329219,14.0782742014436,14.1518408376356,14.2245082989541,14.2963101016865,14.3672644274922,14.4373889032615,14.5066846612447,14.5752081425771,14.6429455607959,14.7099127053275,14.7761316566345,14.8416123467193,14.906371055101,14.9704211958445,15.0337763470918,15.0964494918115,15.1584461353295,15.2197953659249,15.280496111896,15.3405535653161,15.4000027271586,15.458837680216,15.5170780208755,15.5747248727997,15.6317885128401,15.6882822803745,15.74421269916,15.7995945040983,15.8544438108239,15.9087505544964,15.9625332535015,16.0158004588881,16.0685574044692,16.1208225814952,16.1725963284927
0.180408737870162,1.20716230320991,2.10116239039682,2.88650279057424,3.60119346544158,4.2638051245758,4.88537444696742,5.47325082410645,6.03262911378063,6.56739938412607,7.08057481115901,7.57455118465984,8.0512801887196,8.51238032346042,8.95921327291492,9.3929434076363,9.81457236471891,10.2249731163184,10.6249109951386,11.0150643766325,11.3960390717474,11.7683744784351,12.1325575736356,12.4890289764343,12.8381888659596,13.1804027840324,13.5160086844292,13.8453063914673,14.1685846937144,14.4861059356103,14.7981093072842,15.1048205499712,15.4064557177396,15.7032059931834,15.9952560183497,16.2827779483101,16.5659368925501,16.8448748356947,17.1197442499682,17.390678941465,17.6578014884811,17.9212351639623,18.1810945682432,18.4374885786838,18.6905153173471,18.9402816079684,19.1868762773147,19.4303894835056,19.6709037539452,19.9084992110903,20.1432550671738,20.3752458914236,20.6045417846151,20.8312105877075,21.0553170750643,21.2769202977327,21.4960832121544,21.7128632708812,21.9273157919299,22.1394944741214,22.3494496595767,22.5572311540456,22.7628867501663,22.9664621255766,23.1680014158549,23.3675475903318,23.5651422008978,23.7608226688805,23.9546294271353,24.1465984391835,24.3367670284819,24.5251701760954,24.7118417204185,24.8968144565693,25.0801201808714,25.2617812444439,25.4418437711612,25.620336848016,25.7972735762829,25.9726884003573,26.1466080984162,26.3190585832567,26.4900570585144,26.6596531379284,26.8278400881681,26.9946573810179,27.16012617473,27.3242646170524,27.4870960215112,27.6486411382687,27.8089203828474,27.9679535485622,28.1257554496623,28.282354393188,28.4377624667835,28.5919930896638,28.7450766000247,28.8970221565634,29.0478525651514,29.1975761499477,29.3462078789,29.4937669018334,29.640266827011,29.7857251643922,29.9301674919581,30.0735821652914,30.2159966961276,30.3574246751038,30.4978697971479,30.6373680284387,30.7759188945525
